person_profession_id,person_id,profession_id
1871,948,114,
1872,950,41,
1873,950,8,
1874,950,9,
1875,952,64,
1876,952,41,
1877,952,33,
1878,953,115,
1879,953,35,
1880,953,31,
1881,953,50,
1882,953,79,
1883,954,114,
1884,954,75,
1885,955,43,
1886,955,49,
1887,956,61,
1888,956,43,
1889,956,41,
1890,956,111,
1891,956,10,
1892,957,41,
1893,957,43,
1894,957,31,
1895,958,43,
1896,958,50,
1897,958,33,
1898,959,33,
1899,959,31,
1900,960,35,
1901,960,43,
1902,960,42,
1903,960,114,
1904,960,3,
1905,961,39,
1906,961,43,
1907,961,49,
1908,962,31,
1909,963,43,
1910,964,50,
1911,965,74,
1912,965,41,
1913,965,43,
1914,965,44,
1915,966,31,
1916,966,74,
1917,967,79,
1918,967,45,
1919,968,113,
1920,969,31,
1921,970,74,
1922,970,39,
1923,970,31,
1924,971,43,
1925,971,50,
1926,972,31,
1927,974,29,
1928,974,41,
1929,975,43,
1930,975,49,
1931,976,81,
1932,977,81,
1933,977,43,
1934,979,41,
1935,979,43,
1936,981,41,
1937,981,50,
1938,982,33,
1939,990,41,
1940,992,50,
1941,992,39,
1942,992,43,
1943,996,50,
1944,996,43,
1945,997,50,
1946,1015,43,
1947,1015,9,
1948,1018,31,
1949,1018,43,
1950,1018,50,
1951,1020,41,
1952,1021,81,
1953,1022,41,
1954,1023,50,
1955,1023,31,
1956,1023,43,
1957,1024,43,
1958,1024,31,
1959,1025,31,
1960,1025,43,
1961,1025,33,
1962,1026,43,
1963,1026,50,
1964,1028,9,
1965,1030,31,
1966,1030,43,
1967,1032,43,
1968,1033,41,
1969,1033,50,
1970,1033,43,
1971,1034,81,
1972,1034,43,
1973,1035,43,
1974,1035,31,
1975,1036,81,
1976,1036,43,
1977,1036,10,
1978,1037,41,
1979,1037,42,
1980,1037,43,
1981,1038,42,
1982,1038,41,
1983,1038,43,
1984,1038,31,
1985,1039,41,
1986,1039,49,
1987,1040,50,
1988,1040,33,
1989,1040,43,
1990,1041,50,
1991,1041,43,
1992,1042,41,
1993,1043,43,
1994,1043,31,
1995,1044,43,
1996,1044,41,
1997,1044,35,
1998,1045,6,
1999,1045,7,
2000,1045,8,
2001,1045,43,
2002,1045,31,
2003,1046,43,
2004,1047,41,
2005,1047,43,
2006,1047,31,
2007,1048,43,
2008,1048,31,
2009,1049,43,
2010,1049,10,
2011,1051,31,
2012,1051,43,
2013,1051,57,
2014,1052,40,
2015,1053,43,
2016,1055,111,
2017,1056,50,
2018,1056,41,
2019,1056,33,
2020,1057,40,
2021,1057,43,
2022,1058,49,
2023,1058,39,
2024,1058,75,
2025,1058,61,
2026,1058,10,
2027,1059,43,
2028,1060,67,
2029,1060,41,
2030,1061,50,
2031,1061,41,
2032,1061,38,
2033,1062,50,
2034,1062,114,
2035,1063,20,
2036,1063,41,
2037,1064,43,
2038,1065,41,
2039,1066,50,
2040,1066,41,
2041,1067,41,
2042,1067,10,
2043,1068,41,
2044,1068,109,
2045,1068,9,
2046,1070,50,
2047,1072,43,
2048,1072,31,
2049,1072,41,
2050,1076,43,
2051,1076,31,
2052,1077,31,
2053,1077,43,
2054,1077,41,
2055,1078,81,
2056,1078,109,
2057,1079,29,
2058,1079,50,
2059,1080,41,
2060,1080,114,
2061,1081,41,
2062,1082,31,
2063,1082,43,
2064,1085,43,
2065,1085,50,
2066,1085,37,
2067,1086,41,
2068,1087,50,
2069,1087,39,
2070,1087,43,
2071,1088,43,
2072,1088,31,
2073,1089,43,
2074,1090,43,
2075,1090,31,
2076,1092,43,
2077,1093,114,
2078,1094,43,
2079,1095,10,
2080,1096,73,
2081,1096,74,
2082,1097,43,
2083,1101,43,
2084,1101,50,
2085,1102,31,
2086,1102,43,
2087,1103,33,
2088,1105,33,
2089,1106,50,
2090,1106,43,
2091,1107,43,
2092,1107,39,
2093,1108,114,
2094,1108,43,
2095,1110,31,
2096,1111,43,
2097,1111,41,
2098,1112,114,
2099,1112,43,
2100,1114,116,
2101,1114,50,
2102,1115,6,
2103,1115,41,
2104,1115,115,
2105,1116,48,
2106,1117,33,
2107,1117,50,
2108,1118,33,
2109,1119,41,
2110,1120,41,
2111,1120,52,
2112,1121,31,
2113,1121,43,
2114,1122,37,
2115,1123,50,
2116,1124,43,
2117,1125,25,
2118,1126,114,
2119,1126,31,
2120,1126,43,
2121,1127,74,
2122,1127,43,
2123,1128,29,
2124,1128,34,
2125,1129,50,
2126,1129,43,
2127,1129,31,
2128,1130,50,
2129,1131,50,
2130,1131,43,
2131,1131,31,
2132,1131,41,
2133,1132,43,
2134,1133,29,
2135,1133,25,
2136,1133,41,
2137,1133,43,
2138,1134,41,
2139,1134,33,
2140,1135,10,
2141,1135,31,
2142,1136,33,
2143,1137,31,
2144,1137,43,
2145,1138,22,
2146,1138,41,
2147,1139,43,
2148,1139,31,
2149,1139,16,
2150,1140,43,
2151,1140,50,
2152,1141,43,
2153,1142,43,
2154,1142,116,
2155,1143,43,
2156,1143,31,
2157,1144,41,
2158,1144,31,
2159,1144,43,
2160,1145,31,
2161,1145,43,
2162,1146,43,
2163,1146,31,
2164,1147,41,
2165,1147,50,
2166,1147,9,
2167,1147,10,
2168,1148,31,
2169,1149,31,
2170,1150,35,
2171,1150,41,
2172,1150,31,
2173,1151,50,
2174,1151,31,
2175,1151,43,
2176,1151,8,
2177,1152,31,
2178,1153,31,
2179,1153,9,
2180,1154,38,
2181,1154,43,
2182,1154,41,
2183,1155,18,
2184,1155,33,
2185,1155,43,
2186,1156,43,
2187,1157,9,
2188,1157,3,
2189,1158,31,
2190,1159,40,
2191,1159,42,
2192,1160,43,
2193,1160,31,
2194,1161,41,
2195,1162,8,
2196,1162,42,
2197,1162,31,
2198,1162,43,
2199,1163,50,
2200,1163,43,
2201,1164,33,
2202,1164,41,
2203,1165,43,
2204,1167,8,
2205,1167,31,
2206,1168,41,
2207,1168,33,
2208,1169,43,
2209,1169,31,
2210,1170,43,
2211,1171,50,
2212,1172,114,
2213,1172,60,
2214,1173,31,
2215,1173,43,
2216,1173,41,
2217,1174,73,
2218,1174,111,
2219,1175,43,
2220,1176,41,
2221,1177,41,
2222,1177,21,
2223,1178,50,
2224,1179,41,
2225,1179,43,
2226,1180,33,
2227,1180,41,
2228,1181,37,
2229,1181,40,
2230,1182,70,
2231,1183,43,
2232,1184,41,
2233,1185,21,
2234,1186,50,
2235,1186,10,
2236,1187,43,
2237,1188,43,
2238,1189,50,
2239,1189,43,
2240,1190,34,
2241,1191,31,
2242,1191,43,
2243,1191,41,
2244,1192,38,
2245,1192,48,
2246,1192,43,
2247,1193,33,
2248,1194,50,
2249,1194,43,
2250,1195,64,
2251,1195,43,
2252,1195,41,
2253,1196,43,
2254,1196,31,
2255,1196,50,
2256,1196,41,
2257,1197,50,
2258,1198,50,
2259,1199,50,
2260,1199,38,
2261,1199,41,
2262,1200,43,
2263,1201,79,
2264,1202,41,
2265,1202,43,
2266,1203,43,
2267,1204,38,
2268,1204,43,
2269,1204,31,
2270,1205,26,
2271,1205,35,
2272,1205,43,
2273,1205,16,
2274,1206,12,
2275,1207,50,
2276,1208,43,
2277,1210,29,
2278,1210,33,
2279,1211,31,
2280,1211,33,
2281,1212,31,
2282,1212,43,
2283,1212,16,
2284,1213,51,
2285,1213,50,
2286,1214,43,
2287,1214,62,
2288,1215,29,
2289,1215,28,
2290,1215,10,
2291,1218,43,
2292,1219,43,
2293,1219,31,
2294,1220,50,
2295,1220,43,
2296,1221,41,
2297,1222,41,
2298,1222,43,
2299,1223,116,
2300,1223,50,
2301,1223,43,
2302,1224,74,
2303,1224,41,
2304,1225,41,
2305,1227,50,
2306,1227,43,
2307,1227,31,
2308,1230,19,
2309,1231,3,
2310,1231,25,
2311,1232,50,
2312,1233,12,
2313,1233,21,
2314,1233,41,
2315,1234,2,
2316,1236,65,
2317,1236,41,
2318,1236,31,
2319,1237,114,
2320,1237,42,
2321,1239,33,
2322,1242,81,
2323,1243,43,
2324,1246,41,
2325,1246,33,
2326,1247,75,
2327,1247,41,
2328,1248,10,
2329,1248,34,
2330,1248,43,
2331,1250,42,
2332,1250,31,
2333,1251,43,
2334,1252,41,
2335,1253,114,
2336,1253,41,
2337,1254,16,
2338,1255,50,
2339,1256,16,
2340,1257,105,
2341,1257,41,
2342,1258,50,
2343,1258,10,
2344,1259,41,
2345,1260,7,
2346,1260,9,
2347,1260,42,
2348,1261,7,
2349,1262,39,
2350,1262,43,
2351,1262,40,
2352,1263,31,
2353,1263,43,
2354,1263,28,
2355,1264,50,
2356,1264,41,
2357,1264,43,
2358,1265,29,
2359,1265,92,
2360,1265,41,
2361,1266,41,
2362,1266,43,
2363,1266,116,
2364,1266,16,
2365,1267,10,
2366,1267,50,
2367,1267,31,
2368,1268,41,
2369,1268,43,
2370,1269,50,
2371,1270,43,
2372,1270,50,
2373,1271,33,
2374,1271,29,
2375,1271,41,
2376,1271,43,
2377,1272,50,
2378,1272,104,
2379,1272,9,
2380,1273,43,
2381,1274,16,
2382,1276,116,
2383,1276,43,
2384,1277,50,
2385,1277,43,
2386,1277,39,
2387,1278,43,
2388,1278,73,
2389,1278,41,
2390,1279,43,
2391,1280,50,
2392,1281,41,
2393,1281,43,
2394,1282,41,
2395,1283,50,
2396,1286,41,
2397,1286,116,
2398,1287,44,
2399,1287,68,
2400,1288,81,
2401,1288,16,
2402,1288,46,
2403,1289,43,
2404,1289,31,
2405,1290,50,
2406,1291,50,
2407,1292,43,
2408,1292,33,
2409,1292,19,
2410,1292,67,
2411,1293,43,
2412,1294,50,
2413,1294,10,
2414,1294,3,
2415,1295,10,
2416,1295,50,
2417,1295,43,
2418,1297,39,
2419,1297,41,
2420,1297,16,
2421,1298,10,
2422,1298,43,
2423,1298,31,
2424,1299,41,
2425,1299,50,
2426,1300,37,
2427,1301,43,
2428,1302,43,
2429,1303,43,
2430,1303,114,
2431,1304,33,
2432,1305,114,
2433,1306,32,
2434,1306,111,
2435,1306,8,
2436,1307,111,
2437,1307,43,
2438,1307,16,
2439,1308,22,
2440,1308,31,
2441,1308,43,
2442,1309,114,
2443,1309,43,
2444,1310,43,
2445,1311,31,
2446,1312,43,
2447,1313,31,
2448,1313,10,
2449,1313,22,
2450,1314,81,
2451,1315,43,
2452,1315,50,
2453,1316,43,
2454,1316,31,
2455,1317,44,
2456,1317,31,
2457,1317,43,
2458,1319,43,
2459,1319,39,
2460,1319,116,
2461,1320,42,
2462,1320,31,
2463,1320,43,
2464,1321,104,
2465,1321,42,
2466,1321,31,
2467,1322,42,
2468,1322,31,
2469,1322,43,
2470,1322,41,
2471,1323,50,
2472,1323,42,
2473,1323,33,
2474,1324,43,
2475,1324,50,
2476,1325,31,
2477,1325,42,
2478,1325,43,
2479,1326,30,
2480,1326,10,
2481,1326,43,
2482,1327,115,
2483,1327,41,
2484,1328,44,
2485,1328,42,
2486,1328,46,
2487,1329,41,
2488,1329,43,
2489,1330,43,
2490,1330,41,
2491,1332,114,
2492,1332,16,
2493,1333,118,
2494,1333,116,
2495,1334,16,
2496,1334,42,
2497,1334,31,
2498,1336,60,
2499,1336,111,
2500,1337,114,
2501,1337,43,
2502,1338,55,
2503,1339,50,
2504,1339,43,
2505,1339,116,
2506,1340,38,
2507,1340,43,
2508,1341,31,
2509,1342,31,
2510,1343,33,
2511,1343,50,
2512,1343,43,
2513,1344,50,
2514,1344,116,
2515,1345,60,
2516,1345,41,
2517,1345,43,
2518,1346,50,
2519,1346,43,
2520,1347,114,
2521,1348,50,
2522,1348,33,
2523,1349,41,
2524,1351,50,
2525,1351,33,
2526,1351,43,
2527,1352,118,
2528,1352,41,
2529,1352,33,
2530,1353,50,
2531,1353,10,
2532,1354,113,
2533,1355,50,
2534,1355,10,
2535,1355,42,
2536,1356,50,
2537,1356,43,
2538,1357,50,
2539,1357,43,
2540,1357,114,
2541,1358,50,
2542,1360,116,
2543,1362,50,
2544,1364,74,
2545,1364,43,
2546,1364,50,
2547,1365,6,
2548,1365,114,
2549,1365,48,
2550,1367,39,
2551,1369,40,
2552,1383,37,
2553,1384,111,
2554,1384,40,
2555,1386,50,
2556,1386,41,
2557,1387,33,
2558,1387,50,
2559,1389,43,
2560,1390,43,
2561,1392,50,
2562,1392,43,
2563,1392,114,
2564,1407,43,
2565,1407,10,
2566,1407,42,
2567,1423,5,
2568,1423,35,
2569,1430,42,
2570,1430,43,
2571,1434,5,
2572,1435,32,
2573,1436,31,
2574,1436,43,
2575,1437,104,
2576,1437,46,
2577,1437,43,
2578,1438,33,
2579,1438,53,
2580,1439,42,
2581,1440,49,
2582,1440,38,
2583,1441,50,
2584,1441,51,
2585,1442,18,
2586,1443,7,
2587,1444,33,
2588,1444,43,
2589,1445,67,
2590,1445,8,
2591,1446,50,
2592,1446,10,
2593,1447,31,
2594,1448,7,
2595,1449,50,
2596,1449,33,
2597,1450,50,
2598,1450,41,
2599,1451,7,
2600,1452,41,
2601,1453,43,
2602,1453,10,
2603,1454,35,
2604,1455,33,
2605,1456,31,
2606,1457,50,
2607,1457,51,
2608,1457,10,
2609,1458,31,
2610,1458,50,
2611,1458,10,
2612,1459,43,
2613,1460,38,
2614,1461,50,
2615,1461,51,
2616,1461,31,
2617,1462,81,
2618,1462,31,
2619,1462,9,
2620,1463,40,
2621,1464,40,
2622,1464,43,
2623,1464,31,
2624,1465,50,
2625,1465,31,
2626,1466,31,
2627,1467,35,
2628,1467,1,
2629,1468,31,
2630,1468,43,
2631,1468,33,
2632,1469,32,
2633,1469,30,
2634,1469,31,
2635,1469,10,
2636,1470,41,
2637,1470,12,
2638,1470,31,
2639,1472,35,
2640,1472,51,
2641,1473,50,
2642,1473,38,
2643,1473,51,
2644,1474,67,
2645,1475,81,
2646,1476,43,
2647,1477,38,
2648,1477,111,
2649,1478,67,
2650,1478,33,
2651,1480,49,
2652,1481,81,
2653,1482,3,
2654,1483,50,
2655,1484,8,
2656,1485,7,
2657,1486,50,
2658,1487,50,
2659,1488,50,
2660,1490,61,
2661,1492,50,
2662,1493,50,
2663,1494,105,
2664,1495,50,
2665,1495,33,
2666,1496,32,
2667,1496,34,
2668,1497,41,
2669,1498,80,
2670,1499,33,
2671,1500,49,
2672,1500,33,
2673,1501,50,
2674,1501,31,
2675,1502,73,
2676,1503,41,
2677,1504,41,
2678,1505,41,
2679,1506,49,
2680,1507,50,
2681,1507,31,
2682,1508,29,
2683,1508,111,
2684,1509,40,
2685,1510,40,
2686,1510,41,
2687,1512,50,
2688,1513,1,
2689,1514,37,
2690,1515,50,
2691,1515,43,
2692,1515,10,
2693,1516,73,
2694,1516,43,
2695,1516,31,
2696,1516,41,
2697,1517,79,
2698,1517,43,
2699,1518,43,
2700,1518,31,
2701,1518,75,
2702,1519,50,
2703,1520,41,
2704,1520,40,
2705,1520,46,
2706,1521,32,
2707,1521,43,
2708,1521,46,
2709,1521,31,
2710,1522,6,
2711,1522,7,
2712,1522,8,
2713,1522,43,
2714,1523,118,
2715,1523,65,
2716,1527,43,
2717,1527,31,
2718,1528,43,
2719,1529,32,
2720,1530,43,
2721,1531,43,
2722,1531,31,
2723,1532,43,
2724,1532,31,
2725,1533,43,
2726,1533,59,
2727,1534,111,
2728,1535,41,
2729,1535,79,
2730,1536,104,
2731,1536,41,
2732,1536,109,
2733,1537,41,
2734,1537,114,
2735,1537,39,
2736,1538,81,
2737,1539,43,
2738,1539,31,
2739,1540,31,
2740,1541,35,
2741,1541,41,
2742,1542,31,
2743,1542,43,
2744,1542,8,
2745,1543,105,
2746,1545,50,
2747,1545,43,
2748,1546,50,
2749,1548,39,
2750,1549,50,
2751,1550,39,
2752,1552,50,
2753,1553,50,
2754,1554,41,
2755,1555,43,
2756,1555,53,
2757,1555,31,
2758,1557,35,
2759,1557,37,
2760,1559,50,
2761,1560,43,
2762,1560,31,
2763,1561,73,
2764,1562,67,
2765,1562,50,
2766,1563,50,
2767,1564,35,
2768,1564,10,
2769,1564,33,
2770,1565,41,
2771,1566,33,
2772,1567,50,
2773,1567,33,
2774,1568,29,
2775,1568,41,
2776,1568,1,
2777,1569,64,
2778,1570,81,
2779,1570,10,
2780,1571,80,
2781,1571,43,
2782,1572,73,
2783,1573,50,
2784,1573,41,
2785,1573,43,
2786,1574,41,
2787,1574,111,
2788,1575,19,
2789,1576,33,
2790,1576,1,
2791,1577,50,
2792,1577,31,
2793,1578,50,
2794,1579,111,
2795,1580,50,
2796,1580,33,
2797,1581,40,
2798,1581,41,
2799,1582,81,
2800,1582,35,
2801,1583,50,
2802,1584,81,
2803,1585,41,
2804,1585,51,
2805,1586,37,
2806,1587,40,
2807,1590,41,
2808,1590,114,
2809,1590,37,
2810,1591,73,
2811,1592,50,
2812,1593,111,
2813,1594,50,
2814,1594,35,
2815,1594,33,
2816,1595,18,
2817,1596,50,
2818,1596,33,
2819,1597,33,
2820,1597,31,
2821,1598,31,
2822,1598,33,
2823,1599,37,
2824,1599,49,
2825,1600,41,
2826,1601,35,
2827,1601,50,
2828,1602,43,
2829,1603,31,
2830,1604,38,
2831,1604,19,
2832,1605,50,
2833,1606,40,
2834,1607,50,
2835,1607,51,
2836,1607,49,
2837,1608,38,
2838,1608,49,
2839,1609,31,
2840,1609,43,
2841,1610,50,
2842,1610,43,
2843,1611,41,
2844,1611,111,
2845,1612,1,
2846,1613,40,
2847,1613,43,
2848,1614,41,
2849,1615,38,
2850,1615,19,
2851,1616,50,
2852,1616,31,
2853,1616,37,
2854,1617,31,
2855,1617,50,
2856,1618,41,
2857,1618,39,
2858,1619,41,
2859,1619,20,
2860,1619,33,
2861,1620,35,
2862,1620,33,
2863,1621,49,
2864,1621,33,
2865,1622,31,
2866,1622,33,
2867,1622,41,
2868,1623,35,
2869,1623,20,
2870,1624,50,
2871,1624,51,
2872,1625,50,
2873,1626,66,
2874,1627,50,
2875,1628,31,
2876,1628,33,
2877,1629,8,
2878,1630,41,
2879,1630,33,
2880,1631,7,
2881,1631,9,
2882,1631,42,
2883,1632,81,
2884,1633,18,
2885,1633,11,
2886,1634,41,
2887,1635,43,
2888,1636,41,
2889,1638,34,
2890,1638,33,
2891,1640,43,
2892,1645,34,
2893,1646,5,
2894,1647,109,
2895,1647,31,
2896,1649,8,
2897,1650,43,
2898,1651,41,
2899,1654,40,
2900,1655,43,
2901,1656,31,
2902,1656,43,
2903,1656,41,
2904,1658,43,
2905,1658,39,
2906,1660,44,
2907,1660,18,
2908,1661,49,
2909,1662,41,
2910,1663,43,
2911,1663,79,
2912,1664,43,
2913,1664,50,
2914,1665,43,
2915,1666,1,
2916,1666,59,
2917,1667,31,
2918,1667,43,
2919,1668,118,
2920,1668,43,
2921,1669,7,
2922,1669,31,
2923,1669,43,
2924,1670,43,
2925,1672,109,
2926,1672,43,
2927,1673,37,
2928,1673,49,
2929,1674,41,
2930,1674,33,
2931,1675,16,
2932,1675,118,
2933,1675,41,
2934,1675,49,
2935,1676,50,
2936,1676,43,
2937,1677,41,
2938,1677,43,
2939,1678,52,
2940,1678,31,
2941,1678,43,
2942,1678,38,
2943,1679,50,
2944,1679,116,
2945,1680,40,
2946,1680,43,
2947,1681,61,
2948,1681,41,
2949,1681,43,
2950,1682,43,
2951,1682,49,
2952,1683,50,
2953,1683,33,
2954,1686,50,
2955,1686,43,
2956,1686,31,
2957,1686,41,
2958,1687,29,
2959,1687,10,
2960,1688,43,
2961,1688,31,
2962,1689,50,
2963,1689,43,
2964,1689,31,
2965,1691,33,
2966,1692,7,
2967,1692,8,
2968,1693,39,
2969,1694,43,
2970,1694,31,
2971,1696,50,
2972,1696,31,
2973,1697,6,
2974,1699,35,
2975,1700,31,
2976,1701,31,
2977,1702,50,
2978,1702,33,
2979,1706,52,
2980,1706,53,
2981,1707,114,
2982,1707,33,
2983,1708,32,
2984,1708,31,
2985,1709,114,
2986,1710,50,
2987,1710,31,
2988,1711,114,
2989,1711,33,
2990,1712,49,
2991,1713,50,
2992,1714,41,
2993,1715,81,
2994,1716,19,
2995,1717,50,
2996,1718,37,
2997,1718,41,
2998,1719,50,
2999,1719,31,
3000,1720,38,
3001,1720,35,
3002,1721,50,
3003,1721,51,
3004,1722,32,
3005,1722,10,
3006,1722,31,
3007,1722,33,
3008,1723,12,
3009,1723,33,
3010,1724,50,
3011,1725,50,
3012,1726,33,
3013,1726,75,
3014,1727,33,
3015,1727,31,
3016,1728,50,
3017,1728,41,
3018,1728,33,
3019,1729,31,
3020,1729,104,
3021,1730,6,
3022,1730,14,
3023,1731,33,
3024,1732,50,
3025,1733,40,
3026,1734,38,
3027,1735,5,
3028,1735,34,
3029,1736,74,
3030,1737,79,
3031,1738,50,
3032,1738,33,
3033,1739,81,
3034,1740,50,
3035,1740,33,
3036,1741,50,
3037,1741,32,
3038,1741,33,
3039,1742,66,
3040,1743,41,
3041,1743,18,
3042,1743,33,
3043,1744,50,
3044,1745,41,
3045,1746,33,
3046,1747,31,
3047,1748,50,
3048,1748,33,
3049,1749,114,
3050,1749,33,
3051,1750,31,
3052,1750,50,
3053,1750,43,
3054,1752,24,
3055,1752,113,
3056,1752,47,
3057,1753,7,
3058,1755,31,
3059,1756,38,
3060,1756,35,
3061,1756,10,
3062,1756,9,
3063,1756,50,
3064,1757,31,
3065,1758,41,
3066,1758,31,
3067,1759,50,
3068,1759,31,
3069,1760,11,
3070,1760,31,
3071,1760,33,
3072,1761,50,
3073,1761,31,
3074,1762,31,
3075,1763,50,
3076,1763,114,
3077,1763,31,
3078,1764,67,
3079,1765,31,
3080,1766,31,
3081,1767,50,
3082,1767,31,
3083,1768,31,
3084,1769,5,
3085,1769,31,
3086,1770,79,
3087,1771,41,
3088,1772,49,
3089,1773,50,
3090,1773,42,
3091,1774,31,
3092,1775,42,
3093,1775,60,
3094,1775,12,
3095,1776,31,
3096,1776,33,
3097,1777,50,
3098,1777,33,
3099,1778,43,
3100,1778,31,
3101,1779,24,
3102,1779,35,
3103,1779,33,
3104,1780,35,
3105,1780,19,
3106,1781,50,
3107,1781,31,
3108,1781,38,
3109,1782,53,
3110,1782,66,
3111,1783,37,
3112,1783,31,
3113,1784,114,
3114,1785,50,
3115,1785,31,
3116,1786,33,
3117,1786,19,
3118,1787,33,
3119,1788,43,
3120,1788,33,
3121,1789,35,
3122,1789,43,
3123,1790,105,
3124,1791,35,
3125,1792,29,
3126,1792,43,
3127,1793,68,
3128,1793,16,
3129,1793,41,
3130,1793,31,
3131,1794,50,
3132,1794,43,
3133,1794,31,
3134,1795,41,
3135,1796,50,
3136,1797,41,
3137,1797,43,
3138,1798,43,
3139,1799,61,
3140,1799,10,
3141,1800,9,
3142,1800,43,
3143,1801,111,
3144,1801,113,
3145,1801,12,
3146,1802,50,
3147,1802,43,
3148,1802,41,
3149,1803,43,
3150,1804,50,
3151,1804,39,
3152,1804,41,
3153,1804,33,
3154,1805,41,
3155,1805,43,
3156,1805,44,
3157,1805,116,
3158,1805,33,
3159,1806,50,
3160,1806,35,
3161,1806,43,
3162,1806,31,
3163,1806,33,
3164,1807,35,
3165,1807,19,
3166,1807,25,
3167,1807,33,
3168,1808,43,
3169,1808,33,
3170,1808,104,
3171,1808,41,
3172,1809,41,
3173,1809,31,
3174,1810,75,
3175,1810,41,
3176,1810,31,
3177,1810,35,
3178,1810,18,
3179,1811,50,
3180,1811,39,
3181,1811,35,
3182,1811,10,
3183,1812,43,
3184,1813,43,
3185,1813,10,
3186,1813,42,
3187,1814,40,
3188,1815,31,
3189,1815,48,
3190,1815,33,
3191,1815,41,
3192,1815,43,
3193,1816,50,
3194,1816,31,
3195,1817,50,
3196,1817,41,
3197,1817,31,
3198,1818,111,
3199,1818,63,
3200,1818,41,
3201,1818,43,
3202,1819,50,
3203,1819,41,
3204,1819,46,
3205,1820,40,
3206,1820,43,
3207,1820,31,
3208,1821,40,
3209,1821,41,
3210,1821,43,
3211,1822,41,
3212,1822,35,
3213,1823,50,
3214,1823,31,
3215,1823,43,
3216,1824,29,
3217,1824,43,
3218,1824,1,
3219,1825,50,
3220,1825,41,
3221,1825,43,
3222,1825,31,
3223,1826,38,
3224,1826,43,
3225,1826,31,
3226,1827,43,
3227,1827,50,
3228,1828,41,
3229,1829,111,
3230,1830,109,
3231,1830,104,
3232,1831,109,
3233,1832,40,
3234,1833,50,
3235,1835,55,
3236,1835,10,
3237,1835,43,
3238,1836,109,
3239,1836,43,
3240,1842,43,
3241,1842,40,
3242,1843,50,
3243,1843,10,
3244,1843,43,
3245,1843,31,
3246,1844,41,
3247,1844,115,
3248,1844,74,
3249,1844,70,
3250,1845,50,
3251,1846,43,
3252,1847,40,
3253,1847,43,
3254,1847,31,
3255,1848,50,
3256,1848,74,
3257,1848,41,
3258,1849,41,
3259,1849,43,
3260,1849,38,
3261,1850,33,
3262,1850,16,
3263,1850,43,
3264,1851,50,
3265,1851,8,
3266,1851,43,
3267,1852,29,
3268,1853,63,
3269,1854,81,
3270,1854,41,
3271,1854,109,
3272,1855,50,
3273,1855,40,
3274,1855,10,
3275,1857,35,
3276,1857,33,
3277,1857,31,
3278,1857,43,
3279,1857,47,
3280,1858,50,
3281,1858,43,
3282,1859,29,
3283,1859,5,
3284,1860,9,
3285,1860,31,
3286,1860,75,
3287,1860,41,
3288,1862,40,
3289,1863,50,
3290,1863,43,
3291,1864,41,
3292,1864,31,
3293,1864,33,
3294,1865,50,
3295,1865,49,
3296,1865,33,
3297,1866,81,
3298,1866,46,
3299,1866,42,
3300,1866,33,
3301,1866,31,
3302,1867,43,
3303,1867,41,
3304,1868,79,
3305,1868,43,
3306,1868,31,
3307,1872,50,
3308,1872,43,
3309,1874,7,
3310,1876,10,
3311,1876,50,
3312,1877,41,
3313,1877,44,
3314,1878,50,
3315,1881,50,
3316,1881,43,
3317,1882,43,
3318,1883,43,
3319,1884,41,
3320,1885,43,
3321,1886,31,
3322,1886,9,
3323,1886,41,
3324,1886,75,
3325,1887,104,
3326,1887,10,
3327,1888,43,
3328,1888,31,
3329,1889,43,
3330,1890,28,
3331,1890,43,
3332,1891,50,
3333,1891,10,
3334,1891,31,
3335,1891,43,
3336,1892,40,
3337,1892,43,
3338,1893,50,
3339,1894,43,
3340,1894,10,
3341,1895,8,
3342,1896,41,
3343,1897,38,
3344,1897,35,
3345,1898,41,
3346,1899,50,
3347,1900,31,
3348,1901,41,
3349,1901,37,
3350,1902,114,
3351,1902,28,
3352,1903,33,
3353,1903,49,
3354,1904,81,
3355,1904,41,
3356,1905,75,
3357,1906,41,
3358,1906,31,
3359,1907,31,
3360,1908,43,
3361,1908,45,
3362,1908,41,
3363,1909,50,
3364,1909,31,
3365,1909,43,
3366,1909,41,
3367,1909,45,
3368,1910,67,
3369,1910,10,
3370,1910,43,
3371,1910,31,
3372,1910,42,
3373,1911,31,
3374,1912,43,
3375,1913,16,
3376,1913,31,
3377,1913,43,
3378,1914,41,
3379,1915,104,
3380,1915,31,
3381,1917,41,
3382,1918,81,
3383,1918,10,
3384,1918,35,
3385,1919,6,
3386,1919,7,
3387,1919,8,
3388,1920,81,
3389,1920,31,
3390,1920,109,
3391,1920,43,
3392,1920,41,
3393,1921,12,
3394,1921,43,
3395,1921,24,
3396,1925,75,
3397,1925,43,
3398,1925,31,
3399,1929,43,
3400,1929,33,
3401,1937,43,
3402,1937,31,
3403,1938,41,
3404,1940,50,
3405,1941,43,
3406,1941,75,
3407,1943,43,
3408,1943,31,
3409,1945,35,
3410,1945,19,
3411,1946,7,
3412,1946,43,
3413,1947,7,
3414,1947,43,
3415,1947,33,
3416,1948,41,
3417,1948,49,
3418,1949,43,
3419,1949,31,
3420,1950,41,
3421,1951,68,
3422,1951,41,
3423,1952,41,
3424,1952,43,
3425,1953,41,
3426,1953,75,
3427,1953,45,
3428,1954,44,
3429,1954,41,
3430,1954,43,
3431,1955,10,
3432,1955,40,
