contest_id,area_id,title,membership_id_winner,start_date,end_date,election_identifier
215,99,Diputación del Distrito Federal 5 de CIUDAD DE MÉXICO,-1,2021-04-04,2021-06-02,MX-CMX-TLALPAN-NATIONAL_LOWER-runoff-2021,
216,45,Diputación del Distrito Federal 5 de COAHUILA DE ZARAGOZA,-1,2021-04-04,2021-06-02,MX-COA-TORREON-NATIONAL_LOWER-runoff-2021,
217,157,Diputación del Distrito Federal 5 de ESTADO DE MÉXICO,-1,2021-04-04,2021-06-02,"MX-MEX-ACOLMAN,AXAPUSCO,CHIAUTLA,NOPALTEPEC,OTUMBA,PAPALOTLA,SAN MARTIN DE LAS PIRAMIDES,TEMASCALAPA,TEOTIHUACAN,TEPETLAOXTOC,TEZOYUCA-NATIONAL_LOWER-runoff-2021",
218,184,Diputación del Distrito Federal 5 de GUANAJUATO,-1,2021-04-04,2021-06-02,MX-GUA-LEON-NATIONAL_LOWER-runoff-2021,
219,168,Diputación del Distrito Federal 5 de GUERRERO,-1,2021-04-04,2021-06-02,"MX-GRO-ALCOZAUCA DE GUERRERO,ALPOYECA,ATLAMAJALCINGO DEL MONTE,CUALAC,HUAMUXTITLAN,IGUALAPA,MALINALTEPEC,METLATONOC,OLINALA,SAN LUIS ACATLAN,TLACOACHISTLAHUACA,TLALIXTAQUILLA DE MALDONADO,TLAPA DE COMONFORT,XALPATLAHUAC,XOCHIHUEHUETLAN,XOCHISTLAHUACA,ILIATENCO,COCHOAPA EL GRANDE-NATIONAL_LOWER-runoff-2021",
220,194,Diputación del Distrito Federal 5 de HIDALGO,-1,2021-04-04,2021-06-02,"MX-HID-NOPALA DE VILLAGRAN,TEPEJI DEL RIO DE OCAMPO,TEPETITLAN,TEZONTEPEC DE ALDAMA,TLAXCOAPAN,TULA DE ALLENDE,ATITALAQUIA,ATOTONILCO DE TULA,CHAPANTONGO,HUICHAPAN-NATIONAL_LOWER-runoff-2021",
221,213,Diputación del Distrito Federal 5 de JALISCO,-1,2021-04-04,2021-06-02,"MX-JAL-ATENGUILLO,CABO CORRIENTES,GUACHINANGO,MASCOTA,MIXTLAN,PUERTO VALLARTA,SAN SEBASTIAN DEL OESTE,TALPA DE ALLENDE,TOMATLAN-NATIONAL_LOWER-runoff-2021",
222,227,Diputación del Distrito Federal 5 de MICHOACÁN DE OCAMPO,-1,2021-04-04,2021-06-02,"MX-MIC-CHURINTZIO,ECUANDUREO,IXTLAN,NUMARAN,LA PIEDAD,TANHUATO,YURECUARO,ZAMORA,ZINAPARO-NATIONAL_LOWER-runoff-2021",
223,237,Diputación del Distrito Federal 5 de MORELOS,-1,2021-04-04,2021-06-02,"MX-MOR-ATLATLAHUCAN,HUITZILAC,JANTETELCO,JONACATEPEC,OCUITUCO,TEPOZTLAN,TETELA DEL VOLCAN,TLALNEPANTLA,TLAYACAPAN,TOTOLAPAN,YAUTEPEC,YECAPIXTLA,ZACUALPAN DE AMILPAS,TEMOAC-NATIONAL_LOWER-runoff-2021",
224,252,Diputación del Distrito Federal 5 de NUEVO LEÓN,-1,2021-04-04,2021-06-02,MX-NLE-MONTERREY-NATIONAL_LOWER-runoff-2021,
225,263,Diputación del Distrito Federal 5 de OAXACA,-1,2021-04-04,2021-06-02,"MX-OAX-SAN CARLOS YAUTEPEC,SAN FRANCISCO OZOLOTEPEC,SAN JOSE LACHIGUIRI,SAN JUAN COTZOCON,SAN JUAN LAJARCIA,SAN JUAN LALANA,SAN JUAN MAZATLAN,SAN JUAN MIXTEPEC,SAN JUAN OZOLOTEPEC,SAN MIGUEL DEL PUERTO,SAN MIGUEL TENANGO,SAN PEDRO COMITANCILLO,SAN PEDRO HUAMELULA,SAN PEDRO HUILOTEPEC,SAN PEDRO MARTIR QUIECHAPA,SAN PEDRO MIXTEPEC,SAN PEDRO QUIATONI,SAN PEDRO TOTOLAPAM,SANTA ANA TAVELA,SANTA CATALINA QUIERI,SANTA CATARINA QUIOQUITANI,SANTA MARIA ECATEPEC,SANTA MARIA GUIENAGATI,SANTA MARIA JALAPA DEL MARQUES,SANTA MARIA MIXTEQUILLA,SANTA MARIA QUIEGOLANI,SANTA MARIA TOTOLAPILLA,SANTA MARIA ZOQUITLAN,SANTIAGO ASTATA,SANTIAGO CHOAPAM,SANTIAGO IXCUINTEPEC,SANTIAGO LACHIGUIRI,SANTIAGO LAOLLAGA,ASUNCION TLACOLULITA,GUEVEA DE HUMBOLDT,MAGDALENA TEQUISISTLAN,MAGDALENA TLACOTEPEC,NEJAPA DE MADERO,SALINA CRUZ,SAN BARTOLO YAUTEPEC,SAN BLAS ATEMPA,SANTIAGO XANICA,SANTIAGO YAVEO,SANTO DOMINGO CHIHUITAN,SANTO DOMINGO TEHUANTEPEC-NATIONAL_LOWER-runoff-2021",
226,279,Diputación del Distrito Federal 5 de PUEBLA,-1,2021-04-04,2021-06-02,"MX-PUE-CALPAN,CHIAUTZINGO,DOMINGO ARENAS,HUEJOTZINGO,NEALTICAN,SAN FELIPE TEOTLALCINGO,SAN MARTIN TEXMELUCAN,SAN MATIAS TLALANCALECA,SAN MIGUEL XOXTLA,SAN NICOLAS DE LOS RANCHOS,SAN SALVADOR EL VERDE,TLAHUAPAN,TLALTENANGO-NATIONAL_LOWER-runoff-2021",
227,295,Diputación del Distrito Federal 5 de QUERÉTARO,-1,2021-04-04,2021-06-02,"MX-QUE-AMEALCO DE BONFIL,CORREGIDORA,HUIMILPAN,EL MARQUES-NATIONAL_LOWER-runoff-2021",
228,311,Diputación del Distrito Federal 5 de SAN LUIS POTOSÍ,-1,2021-04-04,2021-06-02,MX-SLP-SAN LUIS POTOSI-NATIONAL_LOWER-runoff-2021,
229,302,Diputación del Distrito Federal 5 de SINALOA,-1,2021-04-04,2021-06-02,MX-SIN-CULIACÁN-NATIONAL_LOWER-runoff-2021,
230,320,Diputación del Distrito Federal 5 de SONORA,-1,2021-04-04,2021-06-02,MX-SON-HERMOSILLO-NATIONAL_LOWER-runoff-2021,
231,328,Diputación del Distrito Federal 5 de TABASCO,-1,2021-04-04,2021-06-02,"MX-TAB-CENTLA,JALPA DE MENDEZ,NACAJUCA,PARAISO-NATIONAL_LOWER-runoff-2021",
232,339,Diputación del Distrito Federal 5 de TAMAULIPAS,-1,2021-04-04,2021-06-02,"MX-TAM-G?EMEZ,HIDALGO,MAINERO,PADILLA,SAN CARLOS,SAN NICOLAS,VICTORIA,VILLAGRAN-NATIONAL_LOWER-runoff-2021",
233,360,Diputación del Distrito Federal 5 de VERACRUZ DE IGNACIO DE LA LLAVE,-1,2021-04-04,2021-06-02,"MX-VER-COATZINTLA,POZA RICA DE HIDALGO,TIHUATLAN-NATIONAL_LOWER-runoff-2021",
234,370,Diputación del Distrito Federal 5 de YUCATÁN,-1,2021-04-04,2021-06-02,"MX-YUC-ABALA,AKIL,CANTAMAYEC,CUZAMA,CHACSINKIN,CHAPAB,CHOCHOLA,CHUMAYEL,DZAN,HALACHO,HOMUN,HUHI,KOPOMA,MAMA,MANI,MAXCANU,MAYAPAN,MERIDA,MUNA,OPICHEN,OXKUTZCAB,PETO,SACALUM,SANAHCAT,SANTA ELENA,SOTUTA,TAHDZIU,TEABO,TECOH,TEKAX,TEKIT,TICUL,TIXMEHUAC,TZUCACAB,UMAN-NATIONAL_LOWER-runoff-2021",
235,14,Diputación del Distrito Federal 6 de BAJA CALIFORNIA,-1,2021-04-04,2021-06-02,MX-BCN-TIJUANA-NATIONAL_LOWER-runoff-2021,
236,59,Diputación del Distrito Federal 6 de CHIAPAS,-1,2021-04-04,2021-06-02,"MX-CHP-ACALA,CHIAPA DE CORZO,CHIAPILLA,OCOZOCOAUTLA DE ESPINOSA,SUCHIAPA,TOTOLAPA,TUXTLA GUTIERREZ,EMILIANO ZAPATA-NATIONAL_LOWER-runoff-2021",
237,28,Diputación del Distrito Federal 6 de CHIHUAHUA,-1,2021-04-04,2021-06-02,MX-CHH-CHIHUAHUA-NATIONAL_LOWER-runoff-2021,
238,100,Diputación del Distrito Federal 6 de CIUDAD DE MÉXICO,-1,2021-04-04,2021-06-02,"MX-CMX-LA MAGDALENA CONTRERAS,ALVARO OBREGON-NATIONAL_LOWER-runoff-2021",
239,46,Diputación del Distrito Federal 6 de COAHUILA DE ZARAGOZA,-1,2021-04-04,2021-06-02,"MX-COA-MATAMOROS,TORREON,VIESCA-NATIONAL_LOWER-runoff-2021",
240,158,Diputación del Distrito Federal 6 de ESTADO DE MÉXICO,-1,2021-04-04,2021-06-02,"MX-MEX-COACALCO DE BERRIOZABAL,ECATEPEC DE MORELOS,JALTENCO-NATIONAL_LOWER-runoff-2021",
241,185,Diputación del Distrito Federal 6 de GUANAJUATO,-1,2021-04-04,2021-06-02,MX-GUA-LEON-NATIONAL_LOWER-runoff-2021,
242,169,Diputación del Distrito Federal 6 de GUERRERO,-1,2021-04-04,2021-06-02,"MX-GRO-AHUACUOTZINGO,ATLIXTAC,COPANATOYAC,CHILAPA DE ALVAREZ,MARTIR DE CUILAPAN,MOCHITLAN,QUECHULTENANGO,TIXTLA DE GUERRERO,TLACOAPA,ZAPOTITLAN TABLAS,ZITLALA,ACATEPEC,JOSE JOAQUIN DE HERRERA-NATIONAL_LOWER-runoff-2021",
243,195,Diputación del Distrito Federal 6 de HIDALGO,-1,2021-04-04,2021-06-02,"MX-HID-PACHUCA DE SOTO,TIZAYUCA,TOLCAYUCA,ZAPOTLAN DE JUAREZ-NATIONAL_LOWER-runoff-2021",
244,214,Diputación del Distrito Federal 6 de JALISCO,-1,2021-04-04,2021-06-02,MX-JAL-ZAPOPAN-NATIONAL_LOWER-runoff-2021,
245,228,Diputación del Distrito Federal 6 de MICHOACÁN DE OCAMPO,-1,2021-04-04,2021-06-02,"MX-MIC-APORO,CONTEPEC,EPITACIO HUERTA,HIDALGO,IRIMBO,MARAVATIO,QUERENDARO,SENGUIO,TLALPUJAHUA,ZINAPECUARO-NATIONAL_LOWER-runoff-2021",
246,253,Diputación del Distrito Federal 6 de NUEVO LEÓN,-1,2021-04-04,2021-06-02,MX-NLE-MONTERREY-NATIONAL_LOWER-runoff-2021,
247,264,Diputación del Distrito Federal 6 de OAXACA,-1,2021-04-04,2021-06-02,"MX-OAX-SAN MARCOS ARTEAGA,SAN MARTIN HUAMELULPAM,SAN MARTIN ITUNYOSO,SAN MARTIN PERAS,SAN MARTIN ZACATEPEC,SAN MATEO NEJAPAM,SAN MATEO PE?ASCO,SAN MIGUEL AHUEHUETITLAN,SAN MIGUEL AMATITLAN,SAN MIGUEL EL GRANDE,SAN MIGUEL TLACOTEPEC,SAN NICOLAS HIDALGO,SAN PABLO TIJALTEPEC,SAN PEDRO MARTIR YUCUXACO,SAN PEDRO MOLINOS,SAN SEBASTIAN NICANANDUTA,SAN SEBASTIAN TECOMAXTLAHUACA,SAN SIMON ZAHUATLAN,SANTA CATARINA TICUA,SANTA CATARINA YOSONOTU,SANTA CRUZ DE BRAVO,SANTA CRUZ ITUNDUJIA,SANTA CRUZ NUNDACO,SANTA CRUZ TACACHE DE MINA,SANTA CRUZ TACAHUA,SANTA LUCIA MONTEVERDE,SANTA MARIA DEL ROSARIO,SANTA MARIA YOLOTEPEC,SANTA MARIA YOSOYUA,SANTA MARIA YUCUHITI,SANTA MARIA ZACATEPEC,SANTA MARIA ZANIZA,SANTIAGO AMOLTEPEC,SANTIAGO DEL RIO,SANTIAGO JUXTLAHUACA,CALIHUALA,CHALCATONGO DE HIDALGO,COICOYAN DE LAS FLORES,CONSTANCIA DEL ROSARIO,FRESNILLO DE TRUJANO,GUADALUPE DE RAMIREZ,MESONES HIDALGO,IXPANTEPEC NIEVES,MAGDALENA PE?ASCO,MARISCALA DE JUAREZ,PUTLA VILLA DE GUERRERO,SAN AGUSTIN ATENANGO,SAN AGUSTIN TLACOTEPEC,SAN ANDRES CABECERA NUEVA,SAN ANDRES TEPETLAPA,SAN ANTONINO MONTE VERDE,SAN ANTONIO SINICAHUA,SAN CRISTOBAL AMOLTEPEC,SAN ESTEBAN ATATLAHUCA,SAN FRANCISCO CAHUACUA,SAN FRANCISCO TLAPANCINGO,SAN JORGE NUCHITA,SAN JUAN BAUTISTA TLACHICHILCO,SAN JUAN CIENEGUILLA,SAN JUAN IHUALTEPEC,SAN JUAN MIXTEPEC,SAN JUAN ?UMI,SAN JUAN TEITA,SAN LORENZO TEXMELUCAN,SAN LORENZO VICTORIA,SANTIAGO NUNDICHE,SANTIAGO NUYOO,SANTIAGO TAMAZOLA,SANTIAGO TEXTITLAN,SANTIAGO YOSONDUA,SANTIAGO YUCUYACHI,SANTO DOMINGO IXCATLAN,SANTO DOMINGO TEOJOMULCO,SANTO DOMINGO TONALA,SANTO TOMAS OCOTEPEC,SANTOS REYES TEPEJILLO,SANTOS REYES YUCUNA,SILACAYOAPAM,H VILLA TEZOATLAN SEGURA Y LUNA CUNA IND OAX,HEROICA CIUDAD DE TLAXIACO,SAN MATEO YUCUTINDOO,ZAPOTITLAN LAGUNAS-NATIONAL_LOWER-runoff-2021",
248,280,Diputación del Distrito Federal 6 de PUEBLA,-1,2021-04-04,2021-06-02,MX-PUE-PUEBLA-NATIONAL_LOWER-runoff-2021,
249,312,Diputación del Distrito Federal 6 de SAN LUIS POTOSÍ,-1,2021-04-04,2021-06-02,MX-SLP-SAN LUIS POTOSI-NATIONAL_LOWER-runoff-2021,
250,303,Diputación del Distrito Federal 6 de SINALOA,-1,2021-04-04,2021-06-02,"MX-SIN-CULIACÁN,ELOTA,MAZATLAN,SAN IGNACIO,COSALA-NATIONAL_LOWER-runoff-2021",
251,321,Diputación del Distrito Federal 6 de SONORA,-1,2021-04-04,2021-06-02,MX-SON-CAJEME-NATIONAL_LOWER-runoff-2021,
252,329,Diputación del Distrito Federal 6 de TABASCO,-1,2021-04-04,2021-06-02,"MX-TAB-CENTRO,JALAPA,TACOTALPA,TEAPA-NATIONAL_LOWER-runoff-2021",
253,340,Diputación del Distrito Federal 6 de TAMAULIPAS,-1,2021-04-04,2021-06-02,"MX-TAM-ABASOLO,ALDAMA,ANTIGUO MORELOS,BUSTAMANTE,CASAS,GOMEZ FARIAS,GONZALEZ,JAUMAVE,JIMENEZ,LLERA,EL MANTE,MIQUIHUANA,NUEVO MORELOS,OCAMPO,PALMILLAS,SOTO LA MARINA,TULA,XICOTENCATL-NATIONAL_LOWER-runoff-2021",
254,361,Diputación del Distrito Federal 6 de VERACRUZ DE IGNACIO DE LA LLAVE,-1,2021-04-04,2021-06-02,"MX-VER-VEGA DE ALATORRE,ZOZOCOLCO DE HIDALGO,SAN RAFAEL,COAHUITLAN,COLIPA,COXQUIHUI,COYUTLA,CHUMATLAN,ESPINAL,FILOMENO MATA,GUTIERREZ ZAMORA,MECATLAN,NAUTLA,PAPANTLA,TECOLUTLA-NATIONAL_LOWER-runoff-2021",
255,15,Diputación del Distrito Federal 7 de BAJA CALIFORNIA,-1,2021-04-04,2021-06-02,"MX-BCN-ENSENADA,MEXICALI,TECATE,PLAYAS DE ROSARITO-NATIONAL_LOWER-runoff-2021",
256,60,Diputación del Distrito Federal 7 de CHIAPAS,-1,2021-04-04,2021-06-02,"MX-CHP-ACACOYAGUA,ACAPETAHUA,ARRIAGA,ESCUINTLA,HUIXTLA,MAPASTEPEC,PIJIJIAPAN,TONALA,VILLACOMALTITLAN-NATIONAL_LOWER-runoff-2021",
257,29,Diputación del Distrito Federal 7 de CHIHUAHUA,-1,2021-04-04,2021-06-02,"MX-CHH-MATACHI,MORIS,NAMIQUIPA,OCAMPO,RIVA PALACIO,TEMOSACHIC,URUACHI,BACHINIVA,BOCOYNA,CUAUHTEMOC,CUSIHUIRIACHI,CHINIPAS,SANTA ISABEL,GOMEZ FARIAS,GRAN MORELOS,GUAZAPARES,GUERRERO,MADERA,MAGUARICHI-NATIONAL_LOWER-runoff-2021",
258,101,Diputación del Distrito Federal 7 de CIUDAD DE MÉXICO,-1,2021-04-04,2021-06-02,MX-CMX-GUSTAVO A. MADERO-NATIONAL_LOWER-runoff-2021,
259,47,Diputación del Distrito Federal 7 de COAHUILA DE ZARAGOZA,-1,2021-04-04,2021-06-02,"MX-COA-GENERAL CEPEDA,PARRAS,SALTILLO-NATIONAL_LOWER-runoff-2021",
260,159,Diputación del Distrito Federal 7 de ESTADO DE MÉXICO,-1,2021-04-04,2021-06-02,MX-MEX-CUAUTITLAN IZCALLI-NATIONAL_LOWER-runoff-2021,
261,186,Diputación del Distrito Federal 7 de GUANAJUATO,-1,2021-04-04,2021-06-02,"MX-GUA-MANUEL DOBLADO,PENJAMO,PURISIMA DEL RINCON,SAN FRANCISCO DEL RINCON-NATIONAL_LOWER-runoff-2021",
262,170,Diputación del Distrito Federal 7 de GUERRERO,-1,2021-04-04,2021-06-02,"MX-GRO-CHILPANCINGO DE LOS BRAVO,EDUARDO NERI,GENERAL HELIODORO CASTILLO,LEONARDO BRAVO-NATIONAL_LOWER-runoff-2021",
263,196,Diputación del Distrito Federal 7 de HIDALGO,-1,2021-04-04,2021-06-02,"MX-HID-ALMOLOYA,APAN,EMILIANO ZAPATA,EPAZOYUCAN,MINERAL DE LA REFORMA,SINGUILUCAN,TEPEAPULCO,TLANALAPA,VILLA DE TEZONTEPEC,ZEMPOALA-NATIONAL_LOWER-runoff-2021",
264,215,Diputación del Distrito Federal 7 de JALISCO,-1,2021-04-04,2021-06-02,MX-JAL-TONALA-NATIONAL_LOWER-runoff-2021,
265,229,Diputación del Distrito Federal 7 de MICHOACÁN DE OCAMPO,-1,2021-04-04,2021-06-02,"MX-MIC-TANGANCICUARO,TLAZAZALCA,ZACAPU,COENEO,CHARAPAN,CHERAN,CHILCHOTA,ERONGARICUARO,JACONA,NAHUATZEN,PARACHO,PUREPERO,QUIROGA-NATIONAL_LOWER-runoff-2021",
266,254,Diputación del Distrito Federal 7 de NUEVO LEÓN,-1,2021-04-04,2021-06-02,"MX-NLE-ABASOLO,AGUALEGUAS,ANAHUAC,BUSTAMANTE,CARMEN,CIENEGA DE FLORES,GARCIA,GRAL. ZUAZUA,HIDALGO,HIGUERAS,LAMPAZOS DE NARANJO,MINA,MONTERREY,PARAS,SABINAS HIDALGO,SALINAS VICTORIA,VALLECILLO,VILLALDAMA-NATIONAL_LOWER-runoff-2021",
267,265,Diputación del Distrito Federal 7 de OAXACA,-1,2021-04-04,2021-06-02,"MX-OAX-ASUNCION IXTALTEPEC,EL BARRIO DE LA SOLEDAD,CHAHUITES,EL ESPINAL,CIUDAD IXTEPEC,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,MATIAS ROMERO AVENDA?O,REFORMA DE PINEDA,SAN DIONISIO DEL MAR,SAN FRANCISCO DEL MAR,SAN FRANCISCO IXHUATAN,SAN JUAN GUICHICOVI,SAN JUAN MAZATLAN,SAN MATEO DEL MAR,SAN MIGUEL CHIMALAPA,SAN PEDRO TAPANATEPEC,SANTA MARIA CHIMALAPA,SANTA MARIA PETAPA,SANTA MARIA XADANI,SANTIAGO NILTEPEC,SANTO DOMINGO INGENIO,SANTO DOMINGO PETAPA,SANTO DOMINGO ZANATEPEC,UNION HIDALGO-NATIONAL_LOWER-runoff-2021",
268,281,Diputación del Distrito Federal 7 de PUEBLA,-1,2021-04-04,2021-06-02,"MX-PUE-ACAJETE,ACATZINGO,AMOZOC,CUAPIAXTLA DE MADERO,CUAUTINCHAN,MIXTLA,NOPALUCAN,PUEBLA,LOS REYES DE JUAREZ,SOLTEPEC,TECALI DE HERRERA,TEPATLAXCO DE HIDALGO,TEPEACA-NATIONAL_LOWER-runoff-2021",
269,313,Diputación del Distrito Federal 7 de SAN LUIS POTOSÍ,-1,2021-04-04,2021-06-02,"MX-SLP-AQUISMON,TANCANHUITZ,COXCATLAN,HUEHUETLAN,SAN ANTONIO,SAN MARTIN CHALCHICUAUTLA,TAMAZUNCHALE,TAMPACAN,TAMPAMOLON CORONA,TANLAJAS,AXTLA DE TERRAZAS,XILITLA,MATLAPA-NATIONAL_LOWER-runoff-2021",
270,304,Diputación del Distrito Federal 7 de SINALOA,-1,2021-04-04,2021-06-02,MX-SIN-CULIACÁN-NATIONAL_LOWER-runoff-2021,
271,322,Diputación del Distrito Federal 7 de SONORA,-1,2021-04-04,2021-06-02,"MX-SON-HUATABAMPO,NAVOJOA,QUIRIEGO,ROSARIO,BENITO JUAREZ,ALAMOS,ETCHOJOA-NATIONAL_LOWER-runoff-2021",
272,341,Diputación del Distrito Federal 7 de TAMAULIPAS,-1,2021-04-04,2021-06-02,"MX-TAM-ALTAMIRA,CIUDAD MADERO-NATIONAL_LOWER-runoff-2021",
273,362,Diputación del Distrito Federal 7 de VERACRUZ DE IGNACIO DE LA LLAVE,-1,2021-04-04,2021-06-02,"MX-VER-ALTOTONGA,ATZALAN,JALACINGO,MARTINEZ DE LA TORRE,LAS MINAS,MISANTLA,TENOCHTITLAN,TLAPACOYAN,VILLA ALDAMA-NATIONAL_LOWER-runoff-2021",
274,16,Diputación del Distrito Federal 8 de BAJA CALIFORNIA,-1,2021-04-04,2021-06-02,MX-BCN-TIJUANA-NATIONAL_LOWER-runoff-2021,
275,61,Diputación del Distrito Federal 8 de CHIAPAS,-1,2021-04-04,2021-06-02,"MX-CHP-COMITAN DE DOMINGUEZ,FRONTERA COMALAPA,NICOLAS RUIZ,LAS ROSAS,SOCOLTENANGO,LA TRINITARIA,TZIMOL,VENUSTIANO CARRANZA-NATIONAL_LOWER-runoff-2021",
276,30,Diputación del Distrito Federal 8 de CHIHUAHUA,-1,2021-04-04,2021-06-02,MX-CHH-CHIHUAHUA-NATIONAL_LOWER-runoff-2021,
277,102,Diputación del Distrito Federal 8 de CIUDAD DE MÉXICO,-1,2021-04-04,2021-06-02,"MX-CMX-CUAUHTEMOC,VENUSTIANO CARRANZA-NATIONAL_LOWER-runoff-2021",
278,160,Diputación del Distrito Federal 8 de ESTADO DE MÉXICO,-1,2021-04-04,2021-06-02,MX-MEX-TULTITLAN-NATIONAL_LOWER-runoff-2021,
279,187,Diputación del Distrito Federal 8 de GUANAJUATO,-1,2021-04-04,2021-06-02,"MX-GUA-SALAMANCA,SANTA CRUZ DE JUVENTINO ROSAS,VILLAGRAN-NATIONAL_LOWER-runoff-2021",
280,171,Diputación del Distrito Federal 8 de GUERRERO,-1,2021-04-04,2021-06-02,"MX-GRO-AYUTLA DE LOS LIBRES,AZOYU,COPALA,CUAJINICUILAPA,CUAUTEPEC,FLORENCIO VILLARREAL,JUAN R. ESCUDERO,OMETEPEC,SAN MARCOS,TECOANAPA,MARQUELIA,JUCHITAN-NATIONAL_LOWER-runoff-2021",
281,216,Diputación del Distrito Federal 8 de JALISCO,-1,2021-04-04,2021-06-02,MX-JAL-GUADALAJARA-NATIONAL_LOWER-runoff-2021,
282,230,Diputación del Distrito Federal 8 de MICHOACÁN DE OCAMPO,-1,2021-04-04,2021-06-02,MX-MIC-MORELIA-NATIONAL_LOWER-runoff-2021,
283,255,Diputación del Distrito Federal 8 de NUEVO LEÓN,-1,2021-04-04,2021-06-02,"MX-NLE-APODACA,GUADALUPE,PESQUERIA-NATIONAL_LOWER-runoff-2021",
284,266,Diputación del Distrito Federal 8 de OAXACA,-1,2021-04-04,2021-06-02,"MX-OAX-OAXACA DE JUAREZ,SAN AGUSTIN YATARENI,SAN ANDRES HUAYAPAM,SAN JACINTO AMILPAS,SAN PABLO ETLA,SANTA LUCIA DEL CAMINO,SANTA MARIA ATZOMPA-NATIONAL_LOWER-runoff-2021",
285,282,Diputación del Distrito Federal 8 de PUEBLA,-1,2021-04-04,2021-06-02,"MX-PUE-ALJOJUCA,ATZITZINTLA,CUYOACO,CHALCHICOMULA DE SESMA,CHICHIQUILA,CHILCHOTLA,ESPERANZA,GUADALUPE VICTORIA,LAFRAGUA,LIBRES,MAZAPILTEPEC DE JUAREZ,OCOTEPEC,ORIENTAL,QUIMIXTLAN,RAFAEL LARA GRAJALES,SAN JOSE CHIAPA,SAN JUAN ATENCO,SAN NICOLAS BUENOS AIRES,SAN SALVADOR EL SECO,TEPEYAHUALCO,TLACHICHUCA,XIUTETELCO-NATIONAL_LOWER-runoff-2021",
286,342,Diputación del Distrito Federal 8 de TAMAULIPAS,-1,2021-04-04,2021-06-02,"MX-TAM-CIUDAD MADERO,TAMPICO-NATIONAL_LOWER-runoff-2021",
287,363,Diputación del Distrito Federal 8 de VERACRUZ DE IGNACIO DE LA LLAVE,-1,2021-04-04,2021-06-02,"MX-VER-ACATLAN,ACTOPAN,ALTO LUCERO DE GUTIERREZ BARRIOS,LA ANTIGUA,APAZAPAN,TLALTETELA,CHICONQUIACO,EMILIANO ZAPATA,XALAPA,JALCOMULCO,JUCHIQUE DE FERRER,LANDERO Y COSS,MIAHUATLAN,NAOLINCO,PUENTE NACIONAL,TENAMPA,TEPETLAN,TLACOTEPEC DE MEJIA,TONAYAN,TOTUTLA,URSULO GALVAN,YECUATLA-NATIONAL_LOWER-runoff-2021",
288,62,Diputación del Distrito Federal 9 de CHIAPAS,-1,2021-04-04,2021-06-02,MX-CHP-TUXTLA GUTIERREZ-NATIONAL_LOWER-runoff-2021,
289,31,Diputación del Distrito Federal 9 de CHIHUAHUA,-1,2021-04-04,2021-06-02,"MX-CHH-SATEVO,EL TULE,URIQUE,VALLE DE ZARAGOZA,ALLENDE,BALLEZA,BATOPILAS DE MANUEL GOMEZ MORIN,CARICHI,CORONADO,DR. BELISARIO DOMINGUEZ,GUACHOCHI,GUADALUPE Y CALVO,HIDALGO DEL PARRAL,HUEJOTITAN,LOPEZ,MATAMOROS,MORELOS,NONOAVA,ROSARIO,SAN FRANCISCO DE BORJA,SAN FRANCISCO DEL ORO,SANTA BARBARA-NATIONAL_LOWER-runoff-2021",
290,103,Diputación del Distrito Federal 9 de CIUDAD DE MÉXICO,-1,2021-04-04,2021-06-02,MX-CMX-TLAHUAC-NATIONAL_LOWER-runoff-2021,
291,161,Diputación del Distrito Federal 9 de ESTADO DE MÉXICO,-1,2021-04-04,2021-06-02,"MX-MEX-SAN FELIPE DEL PROGRESO,VILLA DE ALLENDE,VILLA VICTORIA,SAN JOSE DEL RINCON,DONATO GUERRA-NATIONAL_LOWER-runoff-2021",
292,188,Diputación del Distrito Federal 9 de GUANAJUATO,-1,2021-04-04,2021-06-02,"MX-GUA-IRAPUATO,SILAO DE LA VICTORIA-NATIONAL_LOWER-runoff-2021",
293,172,Diputación del Distrito Federal 9 de GUERRERO,-1,2021-04-04,2021-06-02,MX-GRO-ACAPULCO DE JUAREZ-NATIONAL_LOWER-runoff-2021,
294,217,Diputación del Distrito Federal 9 de JALISCO,-1,2021-04-04,2021-06-02,MX-JAL-GUADALAJARA-NATIONAL_LOWER-runoff-2021,
295,231,Diputación del Distrito Federal 9 de MICHOACÁN DE OCAMPO,-1,2021-04-04,2021-06-02,MX-MIC-URUAPAN-NATIONAL_LOWER-runoff-2021,
296,256,Diputación del Distrito Federal 9 de NUEVO LEÓN,-1,2021-04-04,2021-06-02,"MX-NLE-LOS ALDAMAS,ALLENDE,ARAMBERRI,CERRALVO,CHINA,DR. ARROYO,DR. COSS,DR. GONZALEZ,GALEANA,GRAL. BRAVO,GRAL. TERAN,GRAL. TREVI?O,GRAL. ZARAGOZA,LOS HERRERAS,HUALAHUISES,ITURBIDE,LINARES,MELCHOR OCAMPO,MIER Y NORIEGA,MONTEMORELOS,LOS RAMONES,RAYONES,SANTIAGO-NATIONAL_LOWER-runoff-2021",
